id	source	Description	rnaseq_gene_count_Pcub_MSU1_3dpi	rnaseq_gene_count_Pcub_MSU1_4dpi	rnaseq_gene_count_Pcub_MSU1_5dpi	rnaseq_gene_count_Pcub_MSU1_6dpi
Pcub-MSU1_001_000132.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_001_000133.1	eggnog	Protein tyrosine kinase	7	8	16	22
Pcub-MSU1_001_000824.1	eggnog	Tim10/DDP family zinc finger	59	78	156	203
Pcub-MSU1_001_000134.1	eggnog	axoneme assembly	0	0	4	2
Pcub-MSU1_001_000823.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008915281.1	221	549	981	1174
Pcub-MSU1_001_000135.1	eggnog	Short calmodulin-binding motif containing conserved Ile and Gln residues	14	11	58	85
Pcub-MSU1_001_000822.1	eggnog	Tetratricopeptide repeat	114	200	393	432
Pcub-MSU1_001_000136.1	eggnog	Eukaryotic translation initiation factor eIF2A	10	11	35	43
Pcub-MSU1_001_000821.1	eggnog	Dip2/Utp12 Family	14	35	117	119
Pcub-MSU1_001_000137.1	eggnog	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	11	40	69	117
Pcub-MSU1_001_000138.1	eggnog	zinc finger	9	12	18	27
Pcub-MSU1_001_000820.1	eggnog	Cytochrome B561, N terminal	38	91	105	144
Pcub-MSU1_001_000139.1	eggnog	Endonuclease/Exonuclease/phosphatase family	33	48	121	155
Pcub-MSU1_001_000819.1	eggnog	Sel1-like repeats	7	27	14	49
Pcub-MSU1_001_000818.1	eggnog	Sel1-like repeats	12	31	82	107
Pcub-MSU1_001_000140.1	eggnog	Protein tyrosine kinase	6	23	24	20
Pcub-MSU1_001_000817.1	eggnog	Myosin. Large ATPases	132	290	476	672
Pcub-MSU1_001_000141.1	eggnog	inner dynein arm assembly	53	39	29	125
Pcub-MSU1_001_000816.1	eggnog	Appr-1'-p processing enzyme	0	7.099	4.39	11.234
Pcub-MSU1_001_000815.1	eggnog	Appr-1'-p processing enzyme	9	5.901	16.61	35.766
Pcub-MSU1_001_000142.1	eggnog	domain-containing protein	53	29	113	145
Pcub-MSU1_001_000814.1	eggnog	domain-containing protein	6	24	35	35
Pcub-MSU1_001_000143.1	eggnog	U3 small nucleolar RNA-associated protein 6	11	30	62	95
Pcub-MSU1_001_000813.1	eggnog	DNA-directed RNA polymerases I, II, and III subunit RPABC4	4	12	29	27
Pcub-MSU1_001_000144.1	eggnog	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	56	60	139	208
Pcub-MSU1_001_000145.1	eggnog	Trypsin-like serine protease	0	4	1	2
Pcub-MSU1_001_000146.1	eggnog	Domain of unknown function (DUF1949)	6	9	8	19
Pcub-MSU1_001_000147.1	blastp	Homology to Peronospora effusa predicted protein RMX63920.1	0	0	0	0
Pcub-MSU1_001_000148.1	eggnog	Aldehyde dehydrogenase family	319	367	498	739
Pcub-MSU1_001_000812.1	eggnog	EXOIII	19	13	34	28
Pcub-MSU1_001_000811.1	eggnog	Hus1-like protein	20	21	47	52
Pcub-MSU1_001_000149.1	eggnog	protein polyubiquitination	34	19	64	104
Pcub-MSU1_001_000810.1	blastp	Homology to Phytophthora idaei predicted protein KAG3106492.1	2	2	4	8
Pcub-MSU1_001_000809.1	eggnog	Mitochondrial carrier protein	15	45	97	83
Pcub-MSU1_001_000808.1	eggnog	domain-containing protein	2	7	6.094	4.398
Pcub-MSU1_001_000807.1	eggnog	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	0	0	1	7
Pcub-MSU1_001_000150.1	eggnog	domain-containing protein	26	19	76.906	50.602
Pcub-MSU1_001_000151.1	eggnog	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	377	453	604	802
Pcub-MSU1_001_000806.1	blastp	Homology to Phytophthora cactorum predicted protein KAF1785605.1	1	29	23	52
Pcub-MSU1_001_000805.1	blastp	Homology to Phytophthora infestans predicted protein XP_002908648.1	10	30	66	87
Pcub-MSU1_001_000152.1	blastp	Homology to Peronospora farinosa predicted protein CAH0491439.1	12.144	43.198	35.932	78.705
Pcub-MSU1_001_000804.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7477317.1	7.856	13.802	24.068	28.295
Pcub-MSU1_001_000803.1	eggnog	domain-containing protein	238	406	518	604
Pcub-MSU1_001_000153.1	blastp	Homology to Peronospora effusa predicted protein RMX68980.1	0	5	24	21
Pcub-MSU1_001_000154.1	eggnog	Belongs to the multicopper oxidase family	2	27	25	33
Pcub-MSU1_001_000802.1	eggnog	Sugar (and other) transporter	418	323	933	1486
Pcub-MSU1_001_000801.1	blastp	Homology to Phytophthora nicotianae predicted protein ETI35617.1	4	21	52	110
Pcub-MSU1_001_000155.1	blastp	Homology to Peronospora destructor predicted protein CAI5737490.1	0	2.452	13.405	62.925
Pcub-MSU1_001_000800.1	eggnog	Transmembrane amino acid transporter protein	0	0	0	1
Pcub-MSU1_001_000799.1	blastp	Homology to Peronospora destructor predicted protein CAI5737490.1	11.259	16.702	52.335	213.088
Pcub-MSU1_001_000798.1	blastp	Homology to Peronospora destructor predicted protein CAI5737490.1	7.741	51.846	127.261	241.987
Pcub-MSU1_001_000797.1	eggnog	AMP-binding enzyme	21	24	58	63
Pcub-MSU1_001_000796.1	eggnog	Ubiquitin-specific protease C-terminal	46	63	129	158
Pcub-MSU1_001_000156.1	eggnog	histone lysine demethylation	67	100	193	326
Pcub-MSU1_001_000157.1	blastp	Homology to Phytophthora rubi predicted protein KAE8974047.1	22	50	71	102
Pcub-MSU1_001_000158.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ22866.1	4.829	10.343	18.253	8.303
Pcub-MSU1_001_000159.1	eggnog	Protein of unknown function TPD sequence-motif	0	0	3	8
Pcub-MSU1_001_000795.1	eggnog	Protein of unknown function TPD sequence-motif	1	0	0	0
Pcub-MSU1_001_000794.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ22866.1	1.171	22.657	39.747	13.697
Pcub-MSU1_001_000793.1	blastp	Homology to Phytophthora rubi predicted protein KAE8974047.1	1	11	12	16
Pcub-MSU1_001_000160.1	interproscan	G3DSA:3.40.50.150 domain-containing protein	66	50	136	148
Pcub-MSU1_001_000161.1	blastp	Homology to Peronospora farinosa predicted protein CAH0491421.1	3	4	11	17
Pcub-MSU1_001_000792.1	blastp	Homology to Peronospora farinosa predicted protein CAH0491418.1	6	31	74	223
Pcub-MSU1_001_000791.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2788802.1	5	3	37	33
Pcub-MSU1_001_000790.1	unannotated	Hypothetical protein of unknown function	0	0	0	4
Pcub-MSU1_001_000789.1	eggnog	Exocyst complex subunit Sec15-like	28	41	88	213
Pcub-MSU1_001_000162.1	eggnog	Telomere length regulation protein	24	27	39	77
Pcub-MSU1_001_000163.1	unannotated	Hypothetical protein of unknown function	2	0	12	16.267
Pcub-MSU1_001_000788.1	eggnog	GTPase-activator protein for Rho-like GTPases	0	0	0	0
Pcub-MSU1_001_000164.1	eggnog	Telomere length regulation protein	0	0	0	0
Pcub-MSU1_001_000165.1	unannotated	Hypothetical protein of unknown function	0	8	0	3.733
Pcub-MSU1_001_000787.1	eggnog	GTPase-activator protein for Rho-like GTPases	0	3	0	0
Pcub-MSU1_001_000166.1	eggnog	Telomere length regulation protein	0	0	0	5
Pcub-MSU1_001_000167.1	unannotated	Hypothetical protein of unknown function	32	42	63	54
Pcub-MSU1_001_000786.1	eggnog	GTPase-activator protein for Rho-like GTPases	8	0	4	14
Pcub-MSU1_001_000168.1	eggnog	heat shock protein 70	0	0	7	8
Pcub-MSU1_001_000785.1	blastp	Homology to Phytophthora nicotianae predicted protein ETL85052.1	21	77	119.844	139.376
Pcub-MSU1_001_000169.1	eggnog	heat shock protein 70	3	5	21	36
Pcub-MSU1_001_000784.1	eggnog	Syntaxin 6, N-terminal	11	63	96	77
Pcub-MSU1_001_000783.1	eggnog	Belongs to the heat shock protein 70 family	261.045	2250.093	3149.107	1107.512
Pcub-MSU1_001_000170.1	eggnog	Belongs to the heat shock protein 70 family	137.554	1906.411	2402.609	826.94
Pcub-MSU1_001_000171.1	eggnog	Belongs to the heat shock protein 70 family	4039.142	8933.043	12183.861	12135.858
Pcub-MSU1_001_000782.1	eggnog	catalytic domain of ctd-like phosphatases	0	0	0	0
Pcub-MSU1_001_000172.1	eggnog	MAP kinase kinase kinase activity	0	0	0	5
Pcub-MSU1_001_000173.1	eggnog	Protein tyrosine kinase	6	9	4	24
Pcub-MSU1_001_000781.1	eggnog	Leucine carboxyl methyltransferase	2	18	32	61
Pcub-MSU1_001_000174.1	eggnog	catalytic domain of ctd-like phosphatases	2	0	0	0
Pcub-MSU1_001_000780.1	eggnog	histone H2A-K119 monoubiquitination	1	8	6	10
Pcub-MSU1_001_000779.1	unannotated	Hypothetical protein of unknown function	0	5	0	0
Pcub-MSU1_001_000778.1	blastp	Homology to Peronospora farinosa predicted protein CAH0490468.1	0	4	3	2
Pcub-MSU1_001_000777.1	eggnog	Belongs to the heat shock protein 70 family	7.259	50.453	24.422	14.691
Pcub-MSU1_001_000175.1	blastp	Homology to Peronospora farinosa predicted protein CAH0490463.1	40	110	95	165
Pcub-MSU1_001_000776.1	eggnog	domain-containing protein	36	63	65	121
Pcub-MSU1_001_000176.1	blastp	Homology to Peronospora effusa predicted protein RQM18886.1	35	33	66	98
Pcub-MSU1_001_000177.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7477250.1	0	0	0	0
Pcub-MSU1_001_000178.1	eggnog	domain-containing protein	85	120	133	224
Pcub-MSU1_001_000775.1	eggnog	E1-E2 ATPase	103	186	313	391
Pcub-MSU1_001_000179.1	blastp	Homology to Phytophthora rubi predicted protein KAE9350049.1	18	25	55	64
Pcub-MSU1_001_000774.1	eggnog	negative regulation of peptidyl-cysteine S-nitrosylation (OXR1)	16	30	50	92
Pcub-MSU1_001_000180.1	eggnog	ion transport	3	1	2	16
Pcub-MSU1_001_000181.1	eggnog	Belongs to the major facilitator superfamily	0	0	1	3
Pcub-MSU1_001_000182.1	eggnog	Tetratricopeptide repeat	167	396	706	734
Pcub-MSU1_001_000183.1	eggnog	A domain family that is part of the cupin metalloenzyme superfamily	7	21	11	43
Pcub-MSU1_001_000184.1	interproscan	MJ1566 N-terminal domain (PF27230)	1	0	1	1
Pcub-MSU1_001_000185.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1	0	0	0	5
Pcub-MSU1_001_000186.1	blastp	Homology to Peronospora effusa predicted protein RMX67757.1	12	5	41	58
Pcub-MSU1_001_000773.1	eggnog	regulation of transcription by RNA polymerase I	0	0	0	0
Pcub-MSU1_001_000772.1	eggnog	Calcium-activated chloride channel	7.766	31.038	7.452	28.674
Pcub-MSU1_001_000187.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ07686.1	22	17	47	54
Pcub-MSU1_001_000188.1	unannotated	Hypothetical protein of unknown function	0	1	0	1
Pcub-MSU1_001_000771.1	eggnog	Rab subfamily of small GTPases	276	426	510	749
Pcub-MSU1_001_000189.1	eggnog	Protein tyrosine kinase	47	23	44	141
Pcub-MSU1_001_000770.1	eggnog	Calcium-activated chloride channel	12	38	40	76
Pcub-MSU1_001_000190.1	blastp	Homology to Peronospora effusa predicted protein RMX67774.1	55	78	103	123
Pcub-MSU1_001_000191.1	eggnog	Calcium-activated chloride channel	0	9.953	16.288	12.003
Pcub-MSU1_001_000769.1	unannotated	Hypothetical protein of unknown function	36.116	84.319	148.539	145.803
Pcub-MSU1_001_000192.1	eggnog	Calcium-activated chloride channel	24.234	14.009	26.259	31.323
Pcub-MSU1_001_000193.1	unannotated	Hypothetical protein of unknown function	30.884	47.681	112.329	130.197
Pcub-MSU1_001_000768.1	interproscan	PTHR37473 domain-containing protein	7	13	30	31
Pcub-MSU1_001_000767.1	interproscan	PTHR32114 domain-containing protein	83	110	223	352
Pcub-MSU1_001_000194.1	eggnog	Involved in the biogenesis of the 60S ribosomal subunit	32	67	272	340
Pcub-MSU1_001_000766.1	unannotated	Hypothetical protein of unknown function	2	13	10	33
Pcub-MSU1_001_000195.1	unannotated	Hypothetical protein of unknown function	12	28	42.288	45.624
Pcub-MSU1_001_000196.1	eggnog	Domain of unknown function (DUF4042)	34	52	138	147
Pcub-MSU1_001_000765.1	eggnog	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation	11	32	47	47
Pcub-MSU1_001_000197.1	interproscan	PTHR14873 domain-containing protein	14	19	25.457	37.926
Pcub-MSU1_001_000764.1	eggnog	Malate synthase	13.173	32.37	47.474	54.07
Pcub-MSU1_001_000763.1	eggnog	Phosphoenolpyruvate carboxykinase	494.549	149.105	60.556	250.365
Pcub-MSU1_001_000198.1	eggnog	phosphoenolpyruvate carboxykinase (ATP) activity	2	1	5	7
Pcub-MSU1_001_000199.1	eggnog	Phosphoenolpyruvate carboxykinase	34.451	5.895	3.444	9.635
Pcub-MSU1_001_000762.1	eggnog	Coilin N-terminus	19	43	44	85
Pcub-MSU1_001_000200.1	eggnog	Malate synthase	19.827	37.63	57.526	76.93
Pcub-MSU1_001_000761.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_001_000760.1	eggnog	Class II histone deacetylase complex subunits 2 and 3	4.22	15.85	65.547	109.048
Pcub-MSU1_001_000759.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_001_000201.1	eggnog	domain-containing protein	123.78	135.15	278.996	302.027
Pcub-MSU1_001_000758.1	blastp	Homology to Phytophthora fragariae predicted protein KAE9337529.1	0	0	1	2
Pcub-MSU1_001_000757.1	eggnog	Domain of unknown function (DUF4339)	0	1	9	12
Pcub-MSU1_001_000756.1	eggnog	Domain of unknown function (DUF4339)	34	62	81	92
Pcub-MSU1_001_000202.1	eggnog	Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin	17	40	50	62
Pcub-MSU1_001_000203.1	eggnog	CEP19-like protein	1	0	5	4
Pcub-MSU1_001_000755.1	eggnog	Protein of unknown function (DUF2423)	3	11	29	31
Pcub-MSU1_001_000204.1	eggnog	Dehydrogenase E1 component	392.552	723.588	801.881	1071.239
Pcub-MSU1_001_000754.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6968094.1	0	2	0	5
Pcub-MSU1_001_000753.1	eggnog	Haloacid dehalogenase-like hydrolase	52	35	79	99
Pcub-MSU1_001_000752.1	eggnog	Histone-binding protein RBBP4 or subunit C of CAF1 complex	8.007	63.587	13.823	36.215
Pcub-MSU1_001_000205.1	eggnog	Dehydrogenase E1 component	4.448	14.412	11.119	19.761
Pcub-MSU1_001_000751.1	eggnog	Histone-binding protein RBBP4 or subunit C of CAF1 complex	75.993	44.413	166.177	206.785
Pcub-MSU1_001_000206.1	eggnog	PhoX homologous domain, present in p47phox and p40phox	210	205	237	765
Pcub-MSU1_001_000750.1	eggnog	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family	0	0	0	1
Pcub-MSU1_001_000207.1	eggnog	Suppressor of forked protein (Suf)	61	73	109	248
Pcub-MSU1_001_000208.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_001_000209.1	eggnog	domain-containing protein	26	10	55	117
Pcub-MSU1_001_000749.1	blastp	Homology to Peronospora destructor predicted protein CAI5731613.1	0	0	1	3
Pcub-MSU1_001_000748.1	eggnog	Rhodanase C-terminal	4	13	52	42
Pcub-MSU1_001_000210.1	interproscan	PTHR12972 domain-containing protein	21	28	42	36
Pcub-MSU1_001_000211.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7384209.1	11	32	55	54
Pcub-MSU1_001_000212.1	blastp	Homology to Peronospora effusa predicted protein RMX67739.1	183	249	537	720
Pcub-MSU1_001_000213.1	eggnog	Protein prenyltransferase alpha subunit repeat	55	91	135	168
Pcub-MSU1_001_000747.1	eggnog	domain-containing protein	264	302	494	816
Pcub-MSU1_001_000214.1	eggnog	domain-containing protein	371	351	329	482
Pcub-MSU1_001_000215.1	eggnog	Ubiquitin carboxyl-terminal hydrolase	5	0	4	0
Pcub-MSU1_001_000216.1	eggnog	Ubiquitin carboxyl-terminal hydrolase	54	76	92	156
Pcub-MSU1_001_000746.1	interproscan	NURR (cd21039)	55	65	84	138
Pcub-MSU1_001_000745.1	eggnog	Protein prenyltransferase alpha subunit repeat	14	17	46	69
Pcub-MSU1_001_000217.1	eggnog	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner	11	37	116	147
Pcub-MSU1_001_000218.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ23471.1	0	0	0	0
Pcub-MSU1_001_000744.1	eggnog	Na+/Pi-cotransporter	0	77.577	71.864	24.959
Pcub-MSU1_001_000219.1	eggnog	Na+/Pi-cotransporter	21	69.423	95.136	45.041
Pcub-MSU1_001_000220.1	eggnog	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	409	876	1606	2168
Pcub-MSU1_001_000221.1	blastp	Homology to Phytophthora cactorum predicted protein KAG4045900.1	0	7	1	2
Pcub-MSU1_001_000743.1	eggnog	Calcineurin-like phosphoesterase	30	44	76	74
Pcub-MSU1_001_000222.1	interproscan	Broad-minded protein Rab TBC domain (PF23440)	13	11	13	44
Pcub-MSU1_001_000742.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0479650.1	0	2	1	0
Pcub-MSU1_001_000741.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2837724.1	4	7	8	13
Pcub-MSU1_001_000223.1	eggnog	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network	152	278	419	480
Pcub-MSU1_001_000740.1	eggnog	Zinc carboxypeptidase	2	18	16	12
Pcub-MSU1_001_000739.1	eggnog	Zinc carboxypeptidase	5	14	33	41
Pcub-MSU1_001_000738.1	eggnog	Zinc carboxypeptidase	21	7	55	82
Pcub-MSU1_001_000224.1	eggnog	CBF/Mak21 family	14	29	84	100
Pcub-MSU1_001_000225.1	eggnog	CENP-S protein	0	1	2	5
Pcub-MSU1_001_000226.1	eggnog	Conserved gene of	25	16	38	19
Pcub-MSU1_001_000227.1	eggnog	C-terminus of AA_permease	0	2	3	3
Pcub-MSU1_001_000737.1	eggnog	Lecithin retinol acyltransferase	20	67	50	95
Pcub-MSU1_001_000228.1	eggnog	Eukaryotic protein of unknown function (DUF2003)	39	7	64	79
Pcub-MSU1_001_000736.1	eggnog	C-terminal to LisH motif	51	64	106	163
Pcub-MSU1_001_000735.1	unannotated	Hypothetical protein of unknown function	0	0	0	2
Pcub-MSU1_001_000734.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7389323.1	26	23	13	40
Pcub-MSU1_001_000229.1	eggnog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	443	123	43	352
Pcub-MSU1_001_000230.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF76038.1	3	0	5	25
Pcub-MSU1_001_000733.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3030739.1	54	66	81	186
Pcub-MSU1_001_000732.1	interproscan	G3DSA:1.10.10.60 domain-containing protein	32	74	124	155
Pcub-MSU1_001_000231.1	eggnog	spliceosomal snRNP assembly	2	1	3	2
Pcub-MSU1_001_000731.1	eggnog	WD domain, G-beta repeat	16	10	13	25
Pcub-MSU1_001_000232.1	eggnog	Initiation factor eIF2 gamma, C terminal	198	277	489	678
Pcub-MSU1_001_000730.1	eggnog	Anticodon-binding domain of tRNA	125	209	483	703
Pcub-MSU1_001_000233.1	eggnog	Spc97 / Spc98 family	2	5	18	28
Pcub-MSU1_001_000729.1	eggnog	Domain of unknown function (DUF4486)	4	3	5	41
Pcub-MSU1_001_000234.1	eggnog	spectrin binding	0	1	1	2
Pcub-MSU1_001_000728.1	eggnog	Extension to Ser/Thr-type protein kinases	0	4	10	19
Pcub-MSU1_001_000235.1	interproscan	Tudor_Agenet_AtEML-like (cd20404)	0	0	2	2
Pcub-MSU1_001_000727.1	eggnog	domain-containing protein	22	45	85	154
Pcub-MSU1_001_000236.1	eggnog	Ribosomal protein 60S L18 and 50S L18e	3411	7247	9001	11931
Pcub-MSU1_001_000726.1	interproscan	PTHR13335 domain-containing protein	48	67	82	136
Pcub-MSU1_001_000237.1	eggnog	Nucleotidyl transferase	76	143	140	241
Pcub-MSU1_001_000725.1	interproscan	PTHR43198 domain-containing protein	8	14	34	29
Pcub-MSU1_001_000238.1	eggnog	Peptidase C65 Otubain	47	59	84	129
Pcub-MSU1_001_000724.1	blastp	Homology to Phytophthora lilii predicted protein GMF12812.1	22	20	25	32
Pcub-MSU1_001_000723.1	eggnog	rRNA biogenesis protein RRP36	16	18	35	39
Pcub-MSU1_001_000722.1	blastp	Homology to Phytophthora idaei predicted protein KAG3110081.1	9	12	19	66
Pcub-MSU1_001_000239.1	eggnog	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family	0	3	7	16
Pcub-MSU1_001_000721.1	blastp	Homology to Peronospora effusa predicted protein RMX69065.1	21	32	52	69
Pcub-MSU1_001_000720.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_001_000719.1	eggnog	domain-containing protein	0	0	3	0
Pcub-MSU1_001_000240.1	eggnog	Dcp1-like decapping family	19	36	100	122
Pcub-MSU1_001_000241.1	eggnog	Bifunctional DNA N-glycosylase with associated apurinic apyrimidinic (AP) lyase function that catalyzes the first step in base excision repair (BER), the primary repair pathway for the repair of oxidative DNA damage	1	5	1	5
Pcub-MSU1_001_000718.1	blastp	Homology to Phytophthora capsici predicted protein KAG1701635.1	18	43	57	42
Pcub-MSU1_001_000242.1	eggnog	response to arachidonic acid	12	3	38	44
Pcub-MSU1_001_000717.1	eggnog	Leucine rich repeat	97	94	129	198
Pcub-MSU1_001_000716.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0515815.1	20	50	29	68
Pcub-MSU1_001_000243.1	eggnog	Leucine Rich repeats (2 copies)	20	20	60	68
Pcub-MSU1_001_000244.1	blastp	Homology to Phytophthora rubi predicted protein KAE9023447.1	0	48.198	31.468	5.907
Pcub-MSU1_001_000715.1	eggnog	methyltransferase activity	0	2.78	2.858	1.312
Pcub-MSU1_001_000714.1	eggnog	domain-containing protein	163.864	123.544	309.039	377.209
Pcub-MSU1_001_000245.1	eggnog	domain-containing protein	221.136	139.456	215.961	445.791
Pcub-MSU1_001_000246.1	eggnog	methyltransferase activity	24	46.22	39.142	82.688
Pcub-MSU1_001_000713.1	blastp	Homology to Phytophthora rubi predicted protein KAE9023447.1	121	199.802	219.532	263.093
Pcub-MSU1_001_000712.1	eggnog	positive regulation of chromatin silencing at rDNA	30	34	79	90
Pcub-MSU1_001_000247.1	eggnog	domain-containing protein	127	153	303	487
Pcub-MSU1_001_000711.1	eggnog	domain-containing protein	15	13	11	20
Pcub-MSU1_001_000710.1	eggnog	domain-containing protein	5	6	6	18
Pcub-MSU1_001_000248.1	eggnog	Maintenance of mitochondrial structure and function	218	314	450	788
Pcub-MSU1_001_000249.1	blastp	Homology to Peronospora destructor predicted protein CAI5745218.1	0	0	0	0
Pcub-MSU1_001_000709.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6615230.1	0	1.03	0	1.009
Pcub-MSU1_001_000708.1	eggnog	Cysteine-rich secretory protein family	227	475	978	950
Pcub-MSU1_001_000250.1	eggnog	Rix1 complex component involved in 60S ribosome maturation	5	2	50	61
Pcub-MSU1_001_000251.1	interproscan	G3DSA:1.10.555.10 domain-containing protein	5	0	2	7
Pcub-MSU1_001_000707.1	interproscan	PTHR34815 domain-containing protein	51	42	48	79
Pcub-MSU1_001_000706.1	eggnog	Glycosyl hydrolase family 81	0	0	0	0
Pcub-MSU1_001_000252.1	eggnog	Glycosyl hydrolase family 81	0	0	0	0
Pcub-MSU1_001_000705.1	eggnog	Glycosyl hydrolase family 81	0	0	0	0
Pcub-MSU1_001_000253.1	eggnog	Glycosyl hydrolase family 81	0	0	0	0
Pcub-MSU1_001_000704.1	eggnog	Glycosyl hydrolase family 81	0	12	0	11
Pcub-MSU1_001_000254.1	eggnog	Glycosyl hydrolase family 81	0	0	8	0
Pcub-MSU1_001_000703.1	eggnog	Glycosyl hydrolase family 81	0	0	0	0
Pcub-MSU1_001_000255.1	eggnog	Glycosyl hydrolase family 81	7	0	0	0
Pcub-MSU1_001_000256.1	eggnog	assists the folding of proteins upon ATP hydrolysis	305	389	854	1281
Pcub-MSU1_001_000257.1	eggnog	domain-containing protein	858	1240	1314	2774
Pcub-MSU1_001_000702.1	eggnog	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit	48	72	145	177
Pcub-MSU1_001_000258.1	eggnog	Stage II sporulation protein E (SpoIIE)	29	57	134	193
Pcub-MSU1_001_000701.1	unannotated	Hypothetical protein of unknown function	0	1.068	3	5.663
Pcub-MSU1_001_000700.1	blastp	Homology to Peronospora destructor predicted protein CAI5731695.1	27	33	94	123
